epoch,accuracy,loss,val_accuracy,val_loss
0,0.1623263955116272,2.665731430053711,0.1597222238779068,2.5390777587890625
1,0.2387152761220932,2.4532320499420166,0.2708333432674408,2.363203763961792
2,0.3229166567325592,2.262299060821533,0.3402777910232544,2.222482681274414
3,0.4053819477558136,2.1039469242095947,0.3680555522441864,2.1080496311187744
4,0.4722222089767456,1.9449228048324585,0.3055555522441864,2.0586001873016357
5,0.4939236044883728,1.8577768802642822,0.4305555522441864,2.0453872680664062
6,0.5677083134651184,1.7271555662155151,0.4166666567325592,1.9921627044677734
7,0.6163194179534912,1.6102596521377563,0.3888888955116272,1.9405536651611328
8,0.6710069179534912,1.514588713645935,0.3888888955116272,1.9305108785629272
9,0.6788194179534912,1.4448199272155762,0.3888888955116272,1.9270858764648438
10,0.7291666865348816,1.3612399101257324,0.4375,1.9215662479400635
11,0.7508680820465088,1.310132384300232,0.4861111044883728,1.8698564767837524
12,0.7673611044883728,1.2494986057281494,0.4305555522441864,1.928743600845337
13,0.7907986044883728,1.1916743516921997,0.4583333432674408,1.8685506582260132
14,0.8151041865348816,1.137749195098877,0.4722222089767456,1.795030117034912
15,0.8324652910232544,1.0829123258590698,0.4652777910232544,1.8230726718902588
16,0.8611111044883728,1.022386074066162,0.4652777910232544,1.855907917022705
17,0.8810763955116272,0.9776208400726318,0.4861111044883728,1.7738548517227173
18,0.8958333134651184,0.9413983821868896,0.4583333432674408,1.7953845262527466
19,0.8923611044883728,0.916544497013092,0.5,1.696536898612976
20,0.9053819179534912,0.8888927102088928,0.4861111044883728,1.741313099861145
21,0.9097222089767456,0.8557529449462891,0.4652777910232544,1.7634565830230713
22,0.9279513955116272,0.8120682239532471,0.4930555522441864,1.7063040733337402
23,0.9357638955116272,0.8015897274017334,0.4444444477558136,1.738092303276062
24,0.9322916865348816,0.7943207025527954,0.5555555820465088,1.65839684009552
25,0.9331597089767456,0.7682949304580688,0.5138888955116272,1.6658387184143066
26,0.9418402910232544,0.7430059909820557,0.5555555820465088,1.5792334079742432
27,0.9565972089767456,0.6960827708244324,0.5277777910232544,1.616708755493164
28,0.9557291865348816,0.6932238340377808,0.5277777910232544,1.6589140892028809
29,0.953125,0.6747691631317139,0.5555555820465088,1.6056573390960693
