epoch,accuracy,loss,val_accuracy,val_loss
0,0.1597222238779068,3.6175575256347656,0.25,2.9058845043182373
1,0.2048611044883728,2.600226402282715,0.2430555522441864,2.3685765266418457
2,0.2786458432674408,2.2449936866760254,0.3125,2.1412758827209473
3,0.3602430522441864,2.032318592071533,0.3611111044883728,1.9883818626403809
4,0.40625,1.9166245460510254,0.4027777910232544,1.9155172109603882
5,0.4574652910232544,1.8361440896987915,0.3888888955116272,1.8496322631835938
6,0.4835069477558136,1.752007246017456,0.4027777910232544,1.7766551971435547
7,0.5052083134651184,1.6958287954330444,0.3958333432674408,1.8122395277023315
8,0.5503472089767456,1.6216248273849487,0.4513888955116272,1.7389475107192993
9,0.5737847089767456,1.564003586769104,0.4305555522441864,1.78348970413208
10,0.5954861044883728,1.5278143882751465,0.4027777910232544,1.851930856704712
11,0.6102430820465088,1.4921479225158691,0.4861111044883728,1.7268733978271484
12,0.6440972089767456,1.4323713779449463,0.4027777910232544,1.7755300998687744
13,0.6640625,1.40178382396698,0.4791666567325592,1.7042231559753418
14,0.6788194179534912,1.3709096908569336,0.4652777910232544,1.7525768280029297
15,0.6857638955116272,1.3272886276245117,0.4722222089767456,1.735321044921875
16,0.7005208134651184,1.2972710132598877,0.5277777910232544,1.657505750656128
17,0.7213541865348816,1.3103573322296143,0.5,1.6554213762283325
18,0.7508680820465088,1.2262250185012817,0.5,1.6460715532302856
19,0.7517361044883728,1.2146973609924316,0.5416666865348816,1.617855191230774
20,0.7673611044883728,1.1858292818069458,0.4722222089767456,1.722799301147461
21,0.7829861044883728,1.1632455587387085,0.5208333134651184,1.651029109954834
22,0.8003472089767456,1.1434674263000488,0.5555555820465088,1.6338624954223633
23,0.7916666865348816,1.136833906173706,0.5208333134651184,1.6596745252609253
24,0.7873263955116272,1.1413909196853638,0.5208333134651184,1.7238720655441284
25,0.8211805820465088,1.0953316688537598,0.5763888955116272,1.6566518545150757
26,0.8359375,1.0492790937423706,0.5347222089767456,1.7623271942138672
27,0.8463541865348816,1.0207852125167847,0.5069444179534912,1.7230095863342285
28,0.8342013955116272,1.031259536743164,0.5416666865348816,1.723193645477295
29,0.8402777910232544,1.0316662788391113,0.5208333134651184,1.6965993642807007
